Project ID,Voluntary Registry,Type,Country,R_ratio,Vintage_Age,M_flag,T_flag,RiskScore
VCS61,VCS,Biomass,Brazil,0.203990180415384,20.0,1,1,0.35015256044160425
VCS625,VCS,Wind,India,0.2015057677262237,20.0,1,1,0.35015256044160425
VCS147,VCS,Wind,India,0.2133159155710245,20.0,1,1,0.35015256044160425
VCS436,VCS,Wind,India,0.2018282638588066,20.0,1,1,0.35015256044160425
VCS175,VCS,Hydropower,China,0.2295221829501146,20.0,1,1,0.350146258463035
VCS925,VCS,Wind,India,0.2706353597674781,17.0,1,0,0.34996765985231976
VCS2343,VCS,Wetland Restoration,China,6.0,6.0,0,0,0.34979411284346484
ACR680,ACR,Improved Forest Management,Canada,5.954515063177576,6.0,0,0,0.34979411284346484
VCS495,VCS,Wind,India,0.1335846875081222,20.0,1,1,0.34970038248414353
VCS118,VCS,Hydropower,China,0.1359409060923765,20.0,1,1,0.34970038248414353
VCS501,VCS,Wind,India,0.1338426844141886,20.0,1,1,0.34970038248414353
VCS974,VCS,Hydropower,India,0.1176336869582425,15.0,1,0,0.3496513926755838
VCS1874,VCS,Wind,China,0.6004699526085612,14.0,1,1,0.3496208411923078
VCS276,VCS,Wind,China,0.9018207864161312,19.0,1,1,0.34961740427663196
GS1190,GOLD,Wind,Türkiye,2.150742685082258,12.0,1,0,0.34942733349331423
GS2763,GOLD,Wind,Türkiye,2.0237873745004333,11.0,1,0,0.34942392927222327
VCS1109,VCS,Solar - Centralized,India,0.1091333029527042,14.0,1,1,0.34924380017782314
VCS2293,VCS,REDD+,Papua New Guinea,3.1237648529448445,7.0,0,1,0.34924071014488595
GS11882,GOLD,Cookstoves,Kenya,0.1087048465389034,4.0,0,1,0.3491683027383818
ACR621,ACR,HFC Replacement in Foam Production,United States,3.3592438322933953,6.0,0,1,0.3491392639810058
ACR176,ACR,Ozone Depleting Substances Recovery & Destruction,United States,3.1261859316917344,13.0,0,1,0.3491201650255367
VCS895,VCS,Wind,India,0.1430253374524715,20.0,1,1,0.3490382735342916
VCS1448,VCS,Wind,China,0.7269679948882816,14.0,1,1,0.34875527095224945
VCS339,VCS,Biomass,India,0.8596727919961639,19.0,1,1,0.34870391653931393
VCS788,VCS,Natural Gas Electricity Generation,China,1.5140930269673938,20.0,0,1,0.3486400219642247
VCS1022,VCS,Wind,India,0.1107960923709713,15.0,1,0,0.3485502276228493
VCS1028,VCS,Hydropower,Chile,0.1056021568246655,15.0,1,0,0.3485502276228493
VCS735,VCS,Wind,India,0.2409555314814494,20.0,1,1,0.34847204556963374
VCS361,VCS,Wind,India,0.1319552333645452,20.0,1,1,0.3484536443399738
VCS1191,VCS,Wind,India,2.140841353057984,14.0,1,0,0.34842379956915
GS481,GOLD,Hydropower,China,0.2213812658976749,16.0,1,0,0.3483576387595324
VCS406,VCS,Waste Heat Recovery,India,1.4121478817246893,20.0,0,1,0.34817344880132706
VCS221,VCS,Mine Methane Capture,Germany,1.4152620937339515,20.0,0,1,0.34817344880132706
VCS421,VCS,Wind,China,1.2694604867110313,18.0,1,1,0.34816088750929197
VCS730,VCS,Wind,India,0.138629205960946,20.0,1,1,0.3480409465440593
GS1689,GOLD,Biomass,India,0.6503454791724382,14.0,1,1,0.34765111322347914
GS5444,GOLD,Cookstoves,Cameroon,4.797003433565706,11.0,0,0,0.34764185205552234
VCS228,VCS,Mine Methane Capture,Germany,1.3873573396428482,20.0,0,1,0.3475120251714585
VCS15,VCS,Methane Recovery in Wastewater,United States,1.559109333044893,20.0,0,1,0.347507124053123
GS6760,GOLD,Solar - Centralized,India,1.7373546111115008,8.0,1,0,0.3474387652745648
VCS377,VCS,Wind,India,0.2333276492718296,20.0,1,1,0.34743112192500414
GS775,GOLD,Methane Recovery in Wastewater,Thailand,0.2100389122215241,18.0,0,0,0.3473594071578356
GS615,GOLD,Biodigesters,India,0.2133967584477529,18.0,0,0,0.3473594071578356
VCS699,VCS,Hydropower,China,0.8353178893833333,19.0,1,1,0.3473509027520242
VCS1289,VCS,Wind,Uruguay,1.9849800392123915,11.0,1,0,0.3472908655677708
GS3606,GOLD,Solar - Centralized,Rwanda,2.0,11.0,1,0,0.3472908655677708
VCS417,VCS,Methane Recovery in Wastewater,Thailand,2.4227460653248247,17.0,0,0,0.3471821347051905
GS4288,GOLD,Solar - Distributed,India,2.050017289252492,12.0,1,0,0.3471114527201871
VCS1228,VCS,Landfill Methane,Chile,2.4127261133671176,18.0,0,1,0.34705221551496923
GS7679,GOLD,Wind,India,0.3950671224295476,8.0,1,0,0.34702477726695247
VCS359,VCS,Wind,India,0.1792739027547949,20.0,1,1,0.3468780917344363
VCS592,VCS,Biomass,India,0.3084134556773758,17.0,1,0,0.34671108749335433
CAR969,CAR,Manure Methane Digester,United States,4.462227546871583,12.0,0,0,0.3467032274752727
VCS1331,VCS,Hydropower,Türkiye,0.3198946114939092,12.0,1,0,0.34653211868023026
GS500,GOLD,Cookstoves,Sudan,2.6863835135274523,16.0,0,0,0.34595850838256026
VCS1380,VCS,Hydropower,Türkiye,1.719681443243047,8.0,1,0,0.3459328704300797
GS1368,GOLD,Wind,Türkiye,2.044864348466662,13.0,1,0,0.3458556266773148
VCS150,VCS,Wind,China,0.8296352021412322,19.0,1,1,0.34584509773484856
VCS603,VCS,Hydropower,Türkiye,0.29644039164201,17.0,1,0,0.3456859460078137
VCS26,VCS,Hydropower,China,0.1751425458643369,20.0,1,1,0.3456834917444651
VCS123,VCS,Hydropower,China,0.1757504025528757,20.0,1,1,0.3456834917444651
VCS1236,VCS,Solar - Centralized,India,0.2414808543824919,14.0,1,0,0.345631608052512
VCS1020,VCS,Solar - Centralized,India,0.2379715243436648,14.0,1,0,0.345631608052512
VCS1035,VCS,Wind,China,1.306692701044386,17.0,1,1,0.3455145481902678
VCS3262,VCS,Cookstoves,Malawi,0.1290192472066016,4.0,0,1,0.3454240336050716
VCS1445,VCS,Wind,China,0.5470529529231495,14.0,1,1,0.3454119449443802
GS449,GOLD,Wind,China,1.254963262934907,18.0,1,1,0.34515540263515804
VCS503,VCS,Natural Gas Electricity Generation,China,0.2767137469852609,20.0,0,1,0.3450368610636725
GS5633,GOLD,Wind,India,0.3479259221343034,11.0,1,0,0.3448029209071146
VCS926,VCS,Wind,India,0.2975247478326311,17.0,1,0,0.3446908863893868
VCS927,VCS,Wind,India,0.6750590888110256,17.0,1,0,0.34453700494273093
VCS612,VCS,REDD+,Kenya,2.653576447458692,16.0,0,0,0.3443627653121747
CAR790,CAR,Landfill Methane,United States,2.6560898928023216,16.0,0,0,0.3443627653121747
VCS681,VCS,Wind,India,0.8115869778659838,19.0,1,1,0.3441453693408836
VCS578,VCS,Hydropower,Türkiye,0.5045910837950979,14.0,1,1,0.3441224171583894
VCS1099,VCS,Wind,China,0.4193378635777297,14.0,1,1,0.343775274851243
VCS1111,VCS,Wind,Argentina,0.412220249752472,14.0,1,1,0.34327324706898066
GS10738,GOLD,Clean Water,Uganda,3.250546148424882,6.0,0,1,0.34301700138536695
GS1134,GOLD,Wind,Türkiye,1.9227532798787912,11.0,1,0,0.34288931621102847
VCS1459,VCS,Hydropower,Türkiye,0.4854533529509816,14.0,1,1,0.3428035023200384
GS1018,GOLD,Wind,Türkiye,0.4525012905542087,8.0,1,0,0.34279801640319457
VCS1844,VCS,Solar - Centralized,India,0.478410073398351,8.0,1,0,0.34273859599692386
VCS842,VCS,Wind,India,0.5130234530168223,14.0,1,1,0.3426199128223984
VCS2388,VCS,N2O Destruction in Nitric Acid Production,South Africa,2.634746677455474,17.0,0,1,0.3425106289055549
GS4533,GOLD,Solar - Centralized,India,0.3698940029453934,10.0,1,0,0.3424329581251136
VCS427,VCS,Methane Recovery in Wastewater,Thailand,2.328704475830166,17.0,0,0,0.3423536176177727
GS683,GOLD,Wind,Türkiye,1.4665962013664782,16.0,1,0,0.34221507303155596
GS1364,GOLD,Wind,Türkiye,1.9652585968305445,12.0,1,0,0.34215961197982725
GS7633,GOLD,Wind,India,1.2957798169813333,7.0,1,0,0.3421538222612029
VCS184,VCS,Mine Methane Capture,Germany,0.2812495222045355,20.0,0,1,0.34208410059143424
VCS1197,VCS,Wind,India,1.9916716156057743,13.0,1,0,0.34203218011016623
GS458,GOLD,Methane Recovery in Wastewater,Thailand,2.6743168314648855,17.0,0,1,0.3420140889472511
VCS943,VCS,Biomass,Brazil,0.6194786976651918,17.0,1,0,0.3415106148011916
ACR1048,ACR,HFC Refrigerant Reclamation,United States,0.1338487519476055,4.0,0,1,0.3414485392740745
CAR545,CAR,Landfill Methane,United States,2.559801506882153,17.0,0,1,0.3412406672678421
VCS1018,VCS,Wind,India,1.0610665913360204,15.0,1,1,0.3411313259717977
ACR184,ACR,Ozone Depleting Substances Recovery & Destruction,United States,3.0502198107548737,13.0,0,1,0.340813547794611
VCS700,VCS,Wind,India,1.2041021128768894,17.0,1,0,0.34077751804300743
GS2519,GOLD,Biodigesters,India,3.856135383438584,14.0,0,0,0.34054329877604206
GS1363,GOLD,Wind,Türkiye,0.4874056688679811,8.0,1,0,0.34054125325700696
VCS504,VCS,Wind,China,1.1974828261945092,17.0,1,0,0.34042703964774973
GS2420,GOLD,Biomass,China,0.3875982208118146,14.0,1,1,0.3403461530813612
GS2564,GOLD,Cookstoves,Haiti,3.0,11.0,0,1,0.34028735481752886
GS1098,GOLD,Hydropower,China,1.79671216134425,15.0,1,0,0.3402366478787279
VCS1115,VCS,REDD+,Brazil,3.0878695242679033,14.0,0,1,0.3400132942970193
GS1101,GOLD,Hydropower,China,1.7699408173472706,15.0,1,0,0.33990354293153746
GS1692,GOLD,Wind,Viet Nam,0.3829648101531174,14.0,1,1,0.3397322879682313
VCS1656,VCS,Wind,China,0.3611663406174331,14.0,1,1,0.33955641399326425
VCS1467,VCS,Wind,India,0.0651102718204311,15.0,1,1,0.3394739136003577
VCS1294,VCS,Hydropower,Brazil,0.0658847255593293,15.0,1,1,0.3394739136003577
VCS693,VCS,Hydropower,Türkiye,0.4858525957781279,17.0,1,0,0.33929122945978113
ACR820,ACR,Mine Methane Capture,United States,0.1539650079001286,4.0,0,1,0.3392672859059229
VCS468,VCS,Wind,United States,1.305506843825194,16.0,1,0,0.3392515861296483
GS4531,GOLD,Wind,India,0.5080385599151583,8.0,1,0,0.33912763444709243
VCS2002,VCS,Wind,Thailand,1.6595768093844172,8.0,1,0,0.339020534927671
VCS780,VCS,Wind,United States,2.026087040273175,14.0,1,0,0.33891143525473305
GS518,GOLD,Hydropower,China,0.571960150476906,17.0,1,0,0.3387716587015328
GS482,GOLD,Hydropower,China,0.5769150677360154,17.0,1,0,0.3387716587015328
CAR2029,CAR,Lower Carbon Cement & Concrete,United States,2.170580046403712,2.0,0,0,0.33872827255803933
VCS1039,VCS,Wind,India,1.94771030069052,14.0,1,0,0.3384545663255077
VCS1311,VCS,REDD+,Madagascar,2.9856104561667443,15.0,0,1,0.3383523385262677
VCS1990,VCS,Solar - Centralized,India,0.3815130112107004,9.0,1,0,0.338340671078673
GS2483,GOLD,Wind,India,1.998082180686228,14.0,1,0,0.33827839780407776
VCS513,VCS,Hydropower,Brazil,1.9893810976032056,14.0,1,0,0.33827839780407776
GS437,GOLD,Wind,Türkiye,0.8061464576872572,17.0,1,0,0.33818618644973225
VCS1890,VCS,Solar - Centralized,India,1.8002449405877945,9.0,1,0,0.3381543598468378
GS1017,GOLD,Wind,Türkiye,0.5339749819031957,8.0,1,0,0.33807777880899087
VCS2291,VCS,Mine Methane Capture,China,5.018847174101581,8.0,0,0,0.33794134003992377
GS4300,GOLD,Wind,Sri Lanka,1.9110289866002967,10.0,1,0,0.3378972834953662
CAR416,CAR,Manure Methane Digester,United States,2.233731341117288,17.0,0,0,0.3375379511842369
GS7467,GOLD,Solar - Distributed,India,1.647760924028104,8.0,1,0,0.33744152610449624
ACR813,ACR,Advanced Refrigerants,United States,3.1374726290751664,6.0,0,1,0.3374258952469081
VCS11,VCS,Waste Heat Recovery,China,1.3033512432485723,20.0,0,1,0.3373684332529519
VCS938,VCS,Biomass,India,0.3487252216740761,16.0,1,0,0.33728188870552833
VCS388,VCS,Biomass,United States,0.3447447447447447,16.0,1,0,0.33728188870552833
VCS1181,VCS,Wind,China,1.2401681876308952,16.0,1,1,0.3372629196522735
VCS139,VCS,Biomass,India,0.7615144545314163,19.0,1,1,0.33714896000836847
VCS1855,VCS,Afforestation/Reforestation,China,5.001035093756105,8.0,0,0,0.3369515185436895
VCS2710,VCS,Sustainable Grassland Management,South Africa,5.0,8.0,0,0,0.3369515185436895
VCS565,VCS,Hydropower,Türkiye,0.8725063114398559,17.0,1,0,0.33691647745778136
VCS488,VCS,Hydropower,Indonesia,0.8707194529335875,17.0,1,0,0.33691647745778136
GS436,GOLD,Wind,Türkiye,1.0833197748048098,17.0,1,0,0.3367661272031272
VCS1964,VCS,Solar - Centralized,Viet Nam,1.206886797640231,7.0,1,0,0.33651659027555486
VCS2087,VCS,Afforestation/Reforestation,China,3.146457654018656,10.0,0,1,0.3364554551969708
GS375,GOLD,Wind,China,1.2092360186613833,18.0,1,1,0.33644038159703304
ACR1014,ACR,HFC Refrigerant Reclamation,Canada,1.7285197773002652,4.0,0,1,0.3362720410747451
VCS933,VCS,Wind,India,0.0680704468479293,15.0,1,1,0.3362425702960662
VCS486,VCS,Hydropower,Indonesia,0.5631908158409524,17.0,1,0,0.3361826985738705
VCS1489,VCS,Wind,China,0.2411444303319581,14.0,1,1,0.33609657748069477
VCS1476,VCS,Wind,China,0.2966295783340253,14.0,1,1,0.33585966656844735
VCS1504,VCS,Wind,China,0.2888199619693894,14.0,1,1,0.33585966656844735
VCS1997,VCS,Wind,Thailand,1.5808161738792712,8.0,1,0,0.33585501927934314
ACR818,ACR,HFC Refrigerant Reclamation,United States,2.809578810759583,5.0,0,1,0.33562577622582374
GS2684,GOLD,Bundled Energy Efficiency,Mongolia,3.039912038953815,14.0,0,1,0.33526860981394624
VCS1002,VCS,Natural Gas Electricity Generation,India,2.4267988506410094,17.0,0,1,0.3352427983808324
GS11606,GOLD,Cookstoves,Mozambique,5.898498330317177,5.0,0,0,0.33521319249376363
GS4539,GOLD,Cookstoves,Malawi,5.8379849852294665,5.0,0,0,0.33521319249376363
VCS1972,VCS,Biomass,China,1.2488976304829758,7.0,1,0,0.3351052074074675
VCS2789,VCS,Cookstoves,Uganda,5.143691283876193,4.0,0,0,0.3348621836911811
VCS110,VCS,Hydropower,China,0.750924049141254,19.0,1,1,0.334821919668963
VCS238,VCS,Hydropower,Indonesia,0.0180405507772376,19.0,1,1,0.3346912833047412
GS3028,GOLD,Solar - Centralized,China,0.3297125964590079,13.0,1,0,0.33463453042908786
GS2546,GOLD,Wind,Türkiye,1.8767756102657716,11.0,1,0,0.33461820915734763
VCS1195,VCS,Wind,India,1.7452913597046666,15.0,1,0,0.3345333368511488
CAR516,CAR,Landfill Methane,United States,0.3257656125743572,20.0,0,1,0.33435652323772463
VCS304,VCS,RE Bundled,Brazil,0.3164573086294958,20.0,0,1,0.33435652323772463
GS1348,GOLD,Wind,Türkiye,0.678702847512441,7.0,1,0,0.33420514970091186
GS4442,GOLD,Wind,Türkiye,0.6755043559985661,7.0,1,0,0.33420514970091186
GS2435,GOLD,Bundled Energy Efficiency,Mongolia,3.030077699347468,14.0,0,1,0.33417818103377545
GS2439,GOLD,Cookstoves,Guatemala,3.0272433236969403,14.0,0,1,0.33417818103377545
VCS1090,VCS,Solar - Centralized,India,0.2951570562443343,14.0,1,0,0.33352055072048153
VCS516,VCS,Hydropower,India,0.0185688525659893,16.0,1,1,0.3334562281808022
GS11307,GOLD,Wind,Pakistan,1.192042888303915,7.0,1,0,0.3334515727239932
VCS1551,VCS,Wind,India,0.154570698998941,14.0,1,1,0.33339032412839975
VCS2079,VCS,Afforestation/Reforestation,Brazil,3.0756664718379114,6.0,0,1,0.3333232834682122
VCS3393,VCS,Waste Recycling,China,2.798882533785571,5.0,0,1,0.333185298284063
GS653,GOLD,Wind,Türkiye,0.2132112376272442,14.0,1,1,0.3331772209710613
VCS1934,VCS,Hydropower,India,0.1530534428530139,14.0,1,1,0.3331557324301381
VCS1519,VCS,Wind,India,1.8733291137323624,12.0,1,0,0.33313015177066185
GS993,GOLD,Cookstoves,South Africa,2.4485294117647056,16.0,0,0,0.3329844739689538
VCS1913,VCS,Solar - Centralized,Türkiye,0.6848978827056399,7.0,1,0,0.33286918374354085
VCS1679,VCS,Wind,India,1.825816946662563,10.0,1,0,0.3328142706848411
VCS1975,VCS,Solar - Centralized,Viet Nam,1.1764220374350012,7.0,1,0,0.332420960915126
ACR793,ACR,Ozone Depleting Substances Recovery & Destruction,France,2.0517173293494655,2.0,0,0,0.33240832867268205
GS1103,GOLD,Hydropower,China,1.6746141256011196,15.0,1,0,0.3323438648707824
GS1306,GOLD,Wind,Türkiye,0.3907869393490953,13.0,1,0,0.33231149043991653
VCS218,VCS,Mine Methane Capture,Germany,0.0708648245305213,19.0,0,1,0.3322900882280777
VCS151,VCS,Natural Gas Electricity Generation,China,0.0580862602721096,19.0,0,1,0.3322900882280777
CAR1197,CAR,Improved Forest Management,United States,3.0616812364619266,9.0,0,1,0.33206401397411717
VCS385,VCS,Hydropower,Brazil,0.0297527215784894,19.0,1,1,0.3320196846611625
VCS203,VCS,Mine Methane Capture,Germany,0.3548814382720238,20.0,0,1,0.3320092278653143
VCS1696,VCS,Hydropower,India,0.0193903251742173,16.0,1,1,0.33196462855175457
GS637,GOLD,Hydropower,Türkiye,1.18411662758691,16.0,1,1,0.33184742566071634
GS6289,GOLD,Solar - Centralized,Türkiye,1.487392259832182,8.0,1,0,0.3318123916339713
CAR490,CAR,Manure Methane Digester,United States,0.305940049134942,18.0,0,0,0.33144974528530696
CAR503,CAR,Landfill Methane,United States,0.2977121158183567,18.0,0,0,0.33144974528530696
VCS116,VCS,Mine Methane Capture,China,0.3665777865363532,20.0,0,1,0.33141401879208016
VCS1055,VCS,Afforestation/Reforestation,Chile,3.0,14.0,0,1,0.3313084148838969
VCS2059,VCS,Solar - Centralized,India,1.367365346968637,8.0,1,0,0.3312276856831471
VCS1786,VCS,Solar - Centralized,India,1.3739632506845345,8.0,1,0,0.3312276856831471
GS2460,GOLD,Waste Heat Recovery,China,2.9157380482100455,13.0,0,1,0.33121280578127493
VCS2008,VCS,Solar - Centralized,Egypt,0.7173013669107957,7.0,1,0,0.3308970690856654
GS2665,GOLD,Biodigesters,China,4.282472303706786,13.0,0,0,0.3308918809630576
GS3493,GOLD,Wind,Türkiye,1.7935244050544696,10.0,1,0,0.33088458490578593
VCS1427,VCS,Hydropower,Türkiye,0.4303837676636994,11.0,1,0,0.33078529456189176
CAR815,CAR,Manure Methane Digester,Mexico,3.0,15.0,0,0,0.3306848883200955
VCS1136,VCS,Wind,India,0.9207162744359212,15.0,1,1,0.33059934894466697
VCS1226,VCS,Biomass,China,0.1564609878583385,14.0,1,1,0.33050516261939566
VCS4416,VCS,Cookstoves,Papua New Guinea,2.0,2.0,0,0,0.33012714274623417
VCS452,VCS,Manure Methane Digester,Thailand,1.907308553152851,19.0,0,1,0.3296171750235377
GS2468,GOLD,Wind,Türkiye,0.47220895878348,11.0,1,0,0.32956257135768857
ACR223,ACR,Oil Recycling,United States,1.185711735245201,18.0,0,0,0.3295056113286171
CAR1138,CAR,Manure Methane Digester,United States,4.553022454763501,10.0,0,0,0.3294612924716266
ACR427,ACR,Improved Forest Management,United States,3.021113759530629,8.0,0,1,0.32932693126548573
ACR850,ACR,Mine Methane Capture,United States,1.9024334917346588,2.0,0,0,0.3292382419201406
ACR887,ACR,HFC Replacement in Foam Production,Canada,1.6879495419864017,4.0,0,1,0.3292155024352908
VCS897,VCS,Landfill Methane,Brazil,2.4665505241835386,16.0,0,1,0.32919744467063705
VCS2000,VCS,Wind,Thailand,1.3663993555764928,8.0,1,0,0.32904756978206534
VCS2040,VCS,Solar - Centralized,Viet Nam,0.730001230109219,7.0,1,0,0.3290006126488033
VCS140,VCS,Wind,China,0.0360151672676553,19.0,1,1,0.328962186440976
VCS610,VCS,Hydropower,India,0.036847213369069,19.0,1,1,0.328962186440976
VCS1030,VCS,Biomass,United States,0.3004641004641004,15.0,1,0,0.32891547319679226
GS5199,GOLD,Solar - Centralized,India,0.5111097372439769,11.0,1,0,0.32865703896813947
VCS2636,VCS,Cookstoves,DRC,3.0,6.0,0,1,0.3286535701641854
GS1104,GOLD,Hydropower,China,1.5735559997119688,15.0,1,0,0.3286018623209799
VCS1983,VCS,Wind,China,0.0798787633348437,15.0,1,1,0.3284826025229338
VCS891,VCS,Wind,India,0.40211533567348,16.0,1,0,0.32845999701597783
GS383,GOLD,Wind,China,0.6561497274023954,19.0,1,1,0.32822887876446
VCS893,VCS,Hydropower,Türkiye,0.7383036868291105,16.0,1,0,0.32821971736236333
VCS1499,VCS,Hydropower,Türkiye,1.8566943225591597,13.0,1,0,0.328179229694912
GS2542,GOLD,Wind,Türkiye,0.5116578819865142,11.0,1,0,0.3281063565530719
VCS1368,VCS,Wind,Türkiye,0.4085992204675301,10.0,1,0,0.32808995260093404
VCS1250,VCS,Solar - Centralized,China,0.3427883304802122,14.0,1,0,0.3280599782200865
VCS1413,VCS,Solar - Centralized,India,0.3738092346591061,14.0,1,0,0.3280599782200865
GS7507,GOLD,Solar - Distributed,India,0.833784801098221,7.0,1,0,0.32794253698090353
VCS1438,VCS,Wind,Türkiye,0.4536362534583859,10.0,1,0,0.32792643667301613
VCS1914,VCS,Solar - Centralized,India,0.7606377003391974,7.0,1,0,0.32791566487640117
VCS2401,VCS,Afforestation/Reforestation,Sierra Leone,3.0,9.0,0,1,0.32784677496932085
ACR1152,ACR,HFC Refrigerant Reclamation,United States,1.9676933426285992,2.0,0,0,0.32780485393015524
CAR1292,CAR,Improved Forest Management,United States,2.8871030189241695,7.0,0,1,0.3277995581349335
GS612,GOLD,Wind,Taiwan,0.7714420980757009,16.0,1,0,0.3275078927342011
VCS1349,VCS,Wind,Uruguay,1.7602588847053124,12.0,1,0,0.3274676160727839
GS11075,GOLD,Clean Water,Bangladesh,5.0312934854255165,4.0,0,0,0.3273735288016244
GS11015,GOLD,Bundled Energy Efficiency,Rwanda,5.040943000593134,4.0,0,0,0.3273735288016244
GS11016,GOLD,Bundled Energy Efficiency,Rwanda,5.0589542450899305,4.0,0,0,0.3273735288016244
VCS28,VCS,Hydropower,China,0.0443039519757557,19.0,1,1,0.3273501266831008
GS1091,GOLD,Wind,Türkiye,1.334724308110255,8.0,1,0,0.32730943259334727
GS2751,GOLD,Biodigesters,Tanzania,3.0,12.0,0,1,0.3272840037692453
CAR1314,CAR,Improved Forest Management,United States,2.850045663698669,7.0,0,1,0.32725231485375295
VCS1221,VCS,Hydropower,Türkiye,1.8323482875609076,13.0,1,0,0.32709409290294666
VCS1232,VCS,Wind,Türkiye,0.5148156016361585,10.0,1,0,0.32706504930189517
GS1318,GOLD,Wind,Türkiye,0.840965577341936,7.0,1,0,0.32703073522412945
GS505,GOLD,Wind,China,0.8167134819161869,15.0,1,1,0.32699115843315424
VCS1406,VCS,Solar - Centralized,China,1.7627519262967817,12.0,1,0,0.3269761642021092
CAR513,CAR,Landfill Methane,United States,0.0038407694397786,17.0,0,0,0.3269648654719914
VCS661,VCS,Wind,India,0.0468468066278388,19.0,1,1,0.3268587145515606
ACR952,ACR,Advanced Refrigerants,United States,0.184605170864487,4.0,0,1,0.3267763273061349
GS11881,GOLD,Cookstoves,Kenya,0.1844133655388386,4.0,0,1,0.3267763273061349
VCS5138,VCS,Landfill Methane,China,0.1795935159636062,4.0,0,1,0.3267763273061349
VCS514,VCS,Afforestation/Reforestation,Guatemala,2.3052590267594053,16.0,0,1,0.32664839160330494
VCS2309,VCS,Solar - Centralized,Mauritius,0.8225465612872358,7.0,1,0,0.32661393788241405
VCS805,VCS,Waste Heat Recovery,India,0.3752179280714486,20.0,0,1,0.3265123831788069
VCS102,VCS,Biomass,India,1.1435619021301842,18.0,1,1,0.32650162149791534
VCS945,VCS,Hydropower,China,1.1441438803048336,18.0,1,1,0.32650162149791534
GS1237,GOLD,Wind,Türkiye,1.7467587387437669,12.0,1,0,0.32648487855812114
ACR896,ACR,HFC Refrigerant Reclamation,United States,0.1880165437794465,4.0,0,1,0.32645983437794035
ACR880,ACR,Improved Forest Management,United States,0.1887746661735525,4.0,0,1,0.32645983437794035
GS5574,GOLD,Solar - Centralized,Türkiye,0.8524887265254866,7.0,1,0,0.3264078037181143
VCS4250,VCS,Cookstoves,India,0.1931790091036626,4.0,0,1,0.3263579680537367
ACR801,ACR,Improved Forest Management,United States,0.1931165536517153,4.0,0,1,0.3263579680537367
VCS1862,VCS,Wind,India,0.4017147615298507,9.0,1,0,0.32617205550206557
VCS1074,VCS,Wind,India,0.0410622444181405,16.0,1,1,0.3261443783175236
VCS840,VCS,Wind,India,1.0965513500085422,16.0,1,0,0.3261176861672089
GS5699,GOLD,Solar - Centralized,India,0.4915429262928514,10.0,1,0,0.32603948642399067
GS393,GOLD,Solar Lighting,Malawi,0.0096587250482936,17.0,0,0,0.325982467996459
VCS1830,VCS,Wind,India,0.5852659814115353,16.0,1,0,0.32587806301473804
GS11816,GOLD,Cookstoves,Cambodia,5.0,4.0,0,0,0.3257392077804484
VCS1085,VCS,Afforestation/Reforestation,Nicaragua,2.954638880398848,12.0,0,1,0.32569387693511587
CAR466,CAR,Landfill Methane,United States,1.1578883633718646,18.0,0,0,0.3253530170621531
GS7610,GOLD,Waste Diversion,India,5.0,7.0,0,0,0.32534733370336993
VCS701,VCS,Wind,India,0.8298402589701787,16.0,1,0,0.3252249404621079
GS11402,GOLD,Wind,India,0.8069148245474668,7.0,1,0,0.32521211459420857
VCS1439,VCS,Wind,Türkiye,0.5431536878819277,10.0,1,0,0.32513358401873776
VCS761,VCS,Hydropower,Türkiye,0.6238195099019669,12.0,1,0,0.32441306931945385
VCS1098,VCS,Biomass,China,1.1342178641248313,18.0,1,1,0.3242759883326292
VCS1066,VCS,Hydropower,Türkiye,0.8094674245249912,16.0,1,0,0.32424371979787414
VCS1203,VCS,Wind,India,0.3210330185498618,15.0,1,0,0.3239929886698024
VCS307,VCS,Landfill Methane,South Korea,1.1393471680619562,20.0,0,1,0.3239068339156434
VCS405,VCS,Methane Recovery in Wastewater,Thailand,1.144360664659463,20.0,0,1,0.3239068339156434
VCS1965,VCS,Solar - Centralized,Viet Nam,0.890515177677089,7.0,1,0,0.32377520924774944
VCS1354,VCS,University Campus Emission Reductions,United States,3.5277869884908037,14.0,0,0,0.3233649189944659
GS7630,GOLD,Wind,India,0.8083387511680475,7.0,1,0,0.32332306076579115
VCS1322,VCS,Hydropower,Türkiye,1.8826010340635289,14.0,1,0,0.3232744831608645
VCS1999,VCS,Wind,Thailand,1.3077870237846934,8.0,1,0,0.32323769494992366
VCS283,VCS,Hydropower,China,1.1302102495453312,18.0,1,1,0.3228053688188181
ACR785,ACR,Improved Forest Management,United States,0.2255559876559784,4.0,0,1,0.3227784260237658
VCS1102,VCS,Wind,India,0.0953739878412415,15.0,1,1,0.32268296222956466
GS5830,GOLD,Solar - Centralized,India,0.495442658351609,9.0,1,0,0.3226538290790589
VCS1058,VCS,Wind,India,0.0957847460732682,15.0,1,1,0.3224500922698277
VCS1187,VCS,Wind,China,0.8516584866285122,16.0,1,0,0.3222929999532051
ACR815,ACR,Advanced Refrigerants,United States,0.231221900782215,4.0,0,1,0.3222885602057082
VCS754,VCS,Hydropower,China,0.5535896175064583,19.0,1,1,0.3222074386163888
VCS226,VCS,Mine Methane Capture,Germany,0.4232402911711792,20.0,0,1,0.32217881539483334
VCS508,VCS,Natural Gas Electricity Generation,India,0.948286479323006,20.0,0,1,0.32216397564708404
